,vacancyTitle,conceptUri
13018,RA Executive,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13019,Risk and Compliance,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13020,Regulatory Executive,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13021,"Senior Executive, Regulatory Affairs (Pharma)",http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13022,Compliance Senior Manager/ Assistant General Manager,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13023,REGULATORY AFFAIRS EXECUTIVE,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13024,Regulatory Affairs Assistant,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
13025,WELDER FABRICATOR (OFFSHORE),http://data.europa.eu/esco/occupation/c44f9f8c-46a6-40da-9630-cc568a18cc51
13026,STEEL FABRICATION ENGINEER,http://data.europa.eu/esco/occupation/c44f9f8c-46a6-40da-9630-cc568a18cc51
13027,Assistant Operation,http://data.europa.eu/esco/occupation/cb3432f8-bad7-4703-ba66-dc980a4ce4f7
13028,"Consultant - ABAP, Workflow, WebDynpro",http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13029,SAP SD CONSULTANT,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13030,Senior Application Support Specialist (KL),http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13031,INTERFACE MANAGER (INTEGRATION),http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13032,INTERFACE MANAGEMENT (HEAD),http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13033,Integration Manager,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13034,IIB Integration Developer,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13035,SAP PI/PO Integration consultant,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13036,SAP Functional Consultant,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13037,"Consultant - FIORI, SAPUI5, CDS ABAP 7.4",http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13038,SAP FI Consultant,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13039,SAP FICO & Concur Consultant,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13040,SAP successfactor HCM,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13041,Principal TS Systems Integration Specialist,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13042,INTERFACE MANAGEMENT (INFRA),http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
13043,Blockchain Lead/Developer,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13044,Conversational AI Developer,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13045,Machine Learning Engineer,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13046,Artificial Intelligence (AI) Engineer,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13047,Business Analytics Consultant,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13048,Senior Artificial Intelligence/Machine Learning Developer,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13049,Artificial Intelligence Consultant ,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8
13050,(Solder) Special Rework Operator,http://data.europa.eu/esco/occupation/17b29190-6746-4b81-a1d1-8053a5bbc0e9
13051,Techinician (Soldering Work),http://data.europa.eu/esco/occupation/17b29190-6746-4b81-a1d1-8053a5bbc0e9
13052,FIZAH ERRY EMPIRE,http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
13053,LECTURER CUM TRAINER (PEGAWAI PENILAI),http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
13054,Food & Beverage Trainer,http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
13055,Trainer cum Admin Officer,http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
13056,"AVP, Business Development",http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13057,Business Development Director,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13058,"Director, Sales & Business Development",http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13059,Business Development Director ,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13060,Senior Business Dev Mgr,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13061,COMMERCIAL MANAGER,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13062,Chief Business Officer,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13063,Media director and advisor,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13064,Business Development And Marketing Director,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13065,Director of Business Development,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13066,Senior Commercial Manager,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13067,Branding Marketing Director,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1
13068,Florist Assistant ,http://data.europa.eu/esco/occupation/c0768628-46ad-4077-aee0-66ab6d7711df
13069,Senior Florist,http://data.europa.eu/esco/occupation/c0768628-46ad-4077-aee0-66ab6d7711df
13070,Admin sale Clerk,http://data.europa.eu/esco/occupation/c0768628-46ad-4077-aee0-66ab6d7711df
13071,florist,http://data.europa.eu/esco/occupation/c0768628-46ad-4077-aee0-66ab6d7711df
13072,BOUQUET MAKER,http://data.europa.eu/esco/occupation/c0768628-46ad-4077-aee0-66ab6d7711df
13073,Customer Support Assistant - Meru V2,http://data.europa.eu/esco/occupation/2ff9e53c-6e7f-42af-8d71-b5dd7f283089
13074,JURUWANG/COUNTER TELLER,http://data.europa.eu/esco/occupation/2ff9e53c-6e7f-42af-8d71-b5dd7f283089
13075,Customer Support Assistant - Seremban Branch,http://data.europa.eu/esco/occupation/2ff9e53c-6e7f-42af-8d71-b5dd7f283089
13076,Customer Support Assistant - Medan Pasar Branch,http://data.europa.eu/esco/occupation/2ff9e53c-6e7f-42af-8d71-b5dd7f283089
13077,Workshop Storekeeper,http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1
13078,Back Pusher Driver,http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1
13079,Log Loader Operator,http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1
13080,Unity Programmer,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13081,"EXECUTIVE , ESPORTS ACTIVATION & DEVELOPMENT",http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13082,Unity Game Developer,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13083,Digital Games Developer,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13084,Game Developer (Interns),http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13085,Game Developer Apprentice,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13086,Tools Programmer,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
13087,BULL DOZER DRIVER,http://data.europa.eu/esco/occupation/cae71f3f-ad4d-480e-b501-bff22827e60c
13088,Bulldozer driver ,http://data.europa.eu/esco/occupation/cae71f3f-ad4d-480e-b501-bff22827e60c
13089,PLANT OPERATOR (BATU PAHAT),http://data.europa.eu/esco/occupation/cae71f3f-ad4d-480e-b501-bff22827e60c
13090,Study Coordinator ,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1
13091,Experienced Clinical Research Associate - Home-Based,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1
13092,Apprenticeship-Research Assistant,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1
13093,Clinical Project Manager ,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1
13094,Manufacturing Operation Manager,http://data.europa.eu/esco/occupation/91d0f74b-8612-49cc-a7da-83ee3c4b94d9
13095,General worker(Pekerja Am),http://data.europa.eu/esco/occupation/503ea267-93e9-4b8c-ae5e-817fe7e4a245
13096,Ambulance Medical Assistant,http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e
13097,Paramedic ,http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e
13098,Medical Assistant/Paramedic,http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e
13099,Medical Trainer,http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e
13100,Analyst ,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13101,Cyber Security Test Consultant,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13102,Research Assistant (Agama- Tauhid dan Usuluddin),http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13103,Research & Liaison Assistant,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13104,Security Officer KP41 (Cyber security),http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13105,Cyber Penetration Test Specialist,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13106,Senior SOC Analyst,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03
13107,Voice Over Artist (Part-timer),http://data.europa.eu/esco/occupation/e89e330c-daa3-48f0-b34e-04e3344ea8dc
13108,Blasting Surface Specialist,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
13109,BLASTER PAINTER FOREMAN,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
13110,BLASTER PAINTER ,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
13111,Blaster Painter -  Sabah Based,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
13112,BLASTER PAINTER TECHNICIAN,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
13113,BLASTER PAINTER TEAM LEADER,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
13114,WORK-FROM-HOME INTERPRETER,http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864
13115,CARELINE REPRESENTATIVE (CHINESE SPEAKING),http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864
13116,Interpreter for Mandarin and English Language,http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864
13117,Digital Specialist,http://data.europa.eu/esco/occupation/aab8009a-5759-4f52-8865-6cc657b1f099
13118,Port Operations Agent,http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8
13119,Lasher Operator,http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8
13120,"Senior Manager, Ferry Terminal",http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8
13121,Trip Management Officer/TOS Control Officer,http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8
13122,MARINE  SUPERINTENDENT CS0/DPA  ,http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8
13123,LANDSCAPE GARDENING DESIGNER,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed
13124,LANDSCAPE MANAGER,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed
13125,Garden Therapy Coordinator Trainee,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed
13126,Finance Delivery Analyst (Indonesian Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13127,Procure-to-Pay Associate Analyst (Vietnamese Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13128,COSTING EXECUTIVE ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13129,O2C Associate,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13130,"CI2C Senior Executive, HK-TW",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13131,Cost Analyst,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13132,Accounts Payable Executive (Polish/German Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13133,"Specialist, R2R",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13134,Account  clerk ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13135,Accounts Payable Specialist,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13136,Accounts Payable Analyst,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13137,P2P Team Manager,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13138,"A2R Executive, China",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13139,"Associate Specialist, Accounts Payable (Japanese Speaking)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13140,Account & Analytics Executive,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13141,Accounts Assistant (contract basis),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13142,Costing Analyst Executive,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13143,Account Payables Analyst (Graduates),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13144,Senior Accounts Payable - Korean Speaker ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13145,Accounts Payable Analyst (Thai Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13146,"Protege Trainee - Customer Invoicing to Cash (CI2C), China",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13147,Protege Trainee - Customer Invoicing to Cash (CI2C),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13148,Accounting Executive (Johor Bahru),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13149,Accounts Payable Senior Analyst (Thai Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13150,Accounts Payable Analyst- Hindi Speaker,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13151,Lead RTR Specialist - Korean Speaker,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13152,RTR Specialist,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13153,Senior Credit Executive,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13154,P2P Operational Expert (Japanese Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13155,Analyst P2P Controls (Korean + Mandarin Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13156,Accounts Payable Executive (Spanish/Italian Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13157,Accounts Payable Analyst (Japanese Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13158,ACCOUNTS Executive (Manufacturing),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13159,P2P Analyst ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13160,Accounts Manager (F&B Retail),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13161,P2P Operational Expert (Arabic Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13162,Analyst P2P Controls (Japanese Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13163,"APTC- Accounting Compliance & Reporting, Senior Associate",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13164,"Senior Executive, Customer Invoicing To Cash, Korean-Speaker",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13165,"ACC, ADMIN AND HR  EXECUVTIVE",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13166,"Specialist, Source to Settle (Vietnamese Speaking)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13167,"Analyst, P2P and Systems (Real Estate & Facilities Mgmt)(KR)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13168,Executive - Accounts,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13169,"Assct. Specialist, Source to Settle (Vietnamese Speaking)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13170,Invoice-to-Cash Expert Team Member (URDU Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13171,"AR Executive (German, French, Polish Speaker)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13172,Finance Senior Accountant,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13173,SYSTEM ANALYST QUALITY MANAGER,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13174,Planning & Performance Lead,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13175,Specialist Master Data Management (Thai Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13176,Executive-Accounts Receivable(Vietnamese Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13177,"Analyst, Accounts Payable (Mandarin Speaker, T&E)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13178,Accounts Payable (Junior / Senior),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13179,CMMS ANALYST,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13180,"Analyst, Accounts Payable (Mandarin Speaker)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13181,Financial Reporting Specialist,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13182,Senior Accounts Payable Analyst - Japanese Speaker,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13183,TCM Cash Management Specialist,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13184,"A2R Senior Executive, HK (CHC)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13185,"Analyst, Accounts Payable (Mandarin Speaker) ",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13186,Sr Executive – RTR ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13187,Accounts & Analytics Executive,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13188,Accounts Payable Officer,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13189,"Accounts Payable Exec (German, French, Polish Speaker)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13190,Accounts Receivable Executive,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13191,"Analyst, Accounts Payable (Vietnamese Speaker)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13192,(Invoice-to-Cash) Transactional Officer (URDU Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13193,Sr Executive – RTR,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13194,Cash Management Analyst ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13195,AR Specialist,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13196,"Junior Executive, Accounts Receivable",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13197,Payables Analyst,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13198,Account Payable Analyst (Japanese Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13199,Netsuite Administrator ,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13200,Business admin,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13201,"A2R Senior Executive, Thailand (CHC)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13202,Accounting Analyst – Record to Report (G/L & Interco),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13203," Analyst, Accounts Payable (Mandarin) ",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13204,"Specialist, Source to Settle (Korean Speaking)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13205,account payable,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13206,Accounting Internship - R2R,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13207,AR Executive (Italian/Spanish/French Speaker),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13208,Accounts Payable Specialist (Vietnamese Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13209,ACCOUNTS EXECUTIVE (JUNIOR),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13210,"Specialist, Source to Settle (Thai Speaking)",http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13211,Financial Delivery Analyst( Vietnamese Speaking),http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6
13212,Assistant Teacher for Special Need Children,http://data.europa.eu/esco/occupation/1f137f0b-7097-4583-9d1b-b69e57369319
13213,ASSISTANT SPECIAL EDUCATION TEACHER,http://data.europa.eu/esco/occupation/1f137f0b-7097-4583-9d1b-b69e57369319
13214,Assistant Teacher in Special Education,http://data.europa.eu/esco/occupation/1f137f0b-7097-4583-9d1b-b69e57369319
13215,Assistant Facilitator,http://data.europa.eu/esco/occupation/1f137f0b-7097-4583-9d1b-b69e57369319
13216,"Casting (Director, Assistant, PA Casting)",http://data.europa.eu/esco/occupation/4f2f2539-3e38-4393-9dac-a9a48af7cd32
13217,Film Artiste Casting Director,http://data.europa.eu/esco/occupation/4f2f2539-3e38-4393-9dac-a9a48af7cd32
13218,Commissioning Supervisor,http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964
13219,Technician Maintenance /Electrical,http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964
13220,GENERAL MECHANIC,http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964
13221,TUKANG BESI / BAR BENDER,http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964
13222,Senior Lecturer(Department of Chinese Language),http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9
13223,Diploma in English Lecturer (Part-Time),http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9
13224,Assistant Professor(Chinese Language and Literature),http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9
13225,Lecturer(Department of Education),http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9
13226,PROTEGE - Legal & Company Secretary,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13227,Company Secretarial Assistance,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13228,LEGAL & COMPANY SECRETARY ,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13229,Junior legal executive,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13230,Legal Administrative Assistants,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13231, Lawyer,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13232,"JUNIOR EXECUTIVE, LEGAL AND INSURANCE ",http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13233,Legal and Shariah,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13234,Junior Legal Executive,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13235,Legal Secretary,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13236,General Legal Clerk / Conveyancing Clerk / Paralegal ,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7
13237,Vice Chancellor ,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95
13238,VICE CHANCELLOR,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95
13239,Machinery / Equipment's maintenance Executive,http://data.europa.eu/esco/occupation/96c870c0-f93a-43c3-9ce4-1fe9e737fece
13240,Credit Processing Executive,http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7
13241,Credit Analyst Executive,http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7
